Sample_ID	Population_ID_1 (as in Reichlab)	Population_ID_2 (PCA)	Population_ID_3 (QPADM)-OLD	Population_ID_4 (QPADM)-NEW	MODEL1	MODEL2		#of ref/sources=10
Amm_Epi_LBA_1	Amm_Epi_LBA_1	Ammotopos_LBA	Ammotopos_LBA	Ammotopos_LBA	TARGET01	TARGET01		Anatolia_BA
Amm_Epi_LBA_2	Amm_Epi_LBA_2	Ammotopos_LBA	Ammotopos_LBA	Ammotopos_LBA	TARGET01	TARGET02		Balkan_EBA-Maros-like
ART001	Turkey_Arslantepe_EBA	Anatolia_EBA	Anatolia_EBA	Anatolia_BA				Balkans_BA
ART009	Turkey_Arslantepe_EBA	Anatolia_EBA	Anatolia_EBA	Anatolia_BA				Balkans_Yamnaya
ART010	Turkey_Arslantepe_EBA	Anatolia_EBA	Anatolia_EBA	Anatolia_BA				Greece_EBA_and_Minoan
ART011	Turkey_Arslantepe_EBA	Anatolia_EBA	Anatolia_EBA	Anatolia_BA				Greece_LBA
I14649_in.preparation	Turkey_EBA	Anatolia_EBA	Anatolia_EBA	Anatolia_BA				Italy_Sicily_LN2LBA
I14792	Turkey_EBA	Anatolia_EBA	Anatolia_EBA	Anatolia_BA				Neolithic_EastMed_1
I14794	Turkey_EBA	Anatolia_EBA	Anatolia_EBA	Anatolia_BA				Neolithic_EastMed_2
I14797	Turkey_EBA	Anatolia_EBA	Anatolia_EBA	Anatolia_BA				Thessaly_MBA-like
I14798	Turkey_EBA	Anatolia_EBA	Anatolia_EBA	Anatolia_BA				
I16580	Turkey_EBA	Anatolia_EBA	Anatolia_EBA	Anatolia_BA				
I2495	Turkey_EBA	Anatolia_EBA	Anatolia_EBA	Anatolia_BA				
I2495_noUDG	Turkey_EBA_noUDG	Anatolia_EBA	Anatolia_EBA	Anatolia_BA				
I2499	Turkey_EBA	Anatolia_EBA	Anatolia_EBA	Anatolia_BA				
I2499_noUDG	Turkey_EBA_noUDG	Anatolia_EBA	Anatolia_EBA	Anatolia_BA				
I2683	Turkey_EBA	Anatolia_EBA	Anatolia_EBA	Anatolia_BA				
I2683_noUDG	Turkey_EBA_noUDG	Anatolia_EBA	Anatolia_EBA	Anatolia_BA				
I4481	Turkey_EBA	Anatolia_EBA	Anatolia_EBA	Anatolia_BA				
I4614	Turkey_EBA	Anatolia_EBA	Anatolia_EBA	Anatolia_BA				
I4615	Turkey_EBA	Anatolia_EBA	Anatolia_EBA	Anatolia_BA				
I4616	Turkey_EBA	Anatolia_EBA	Anatolia_EBA	Anatolia_BA				
I4619	Turkey_EBA	Anatolia_EBA	Anatolia_EBA	Anatolia_BA				
I5733	Turkey_EBA	Anatolia_EBA	Anatolia_EBA	Anatolia_BA				
I5735	Turkey_EBA	Anatolia_EBA	Anatolia_EBA	Anatolia_BA				
I5740	Turkey_EBA	Anatolia_EBA	Anatolia_EBA	Anatolia_BA				
I5741	Turkey_EBA	Anatolia_EBA	Anatolia_EBA	Anatolia_BA				
I5742	Turkey_EBA	Anatolia_EBA	Anatolia_EBA	Anatolia_BA				
I5743	Turkey_EBA	Anatolia_EBA	Anatolia_EBA	Anatolia_BA				
I5744	Turkey_EBA	Anatolia_EBA	Anatolia_EBA	Anatolia_BA				
I7073	Turkey_EBA	Anatolia_EBA	Anatolia_EBA	Anatolia_BA				
I7079	Turkey_EBA	Anatolia_EBA	Anatolia_EBA	Anatolia_BA				
TIT012	Turkey_TitrisHoyuk_EBA	Anatolia_EBA	Anatolia_EBA	Anatolia_BA				
TIT021	Turkey_TitrisHoyuk_EBA	Anatolia_EBA	Anatolia_EBA	Anatolia_BA				
TIT025	Turkey_TitrisHoyuk_EBA	Anatolia_EBA	Anatolia_EBA	Anatolia_BA				
I14759	Turkey_MBA	Anatolia_MBA	Anatolia_MBA	Anatolia_BA				
I14761	Turkey_MBA	Anatolia_MBA	Anatolia_MBA	Anatolia_BA				
I14762	Turkey_MBA	Anatolia_MBA	Anatolia_MBA	Anatolia_BA				
I14784	Turkey_MBA	Anatolia_MBA	Anatolia_MBA	Anatolia_BA				
I14786	Turkey_MBA	Anatolia_MBA	Anatolia_MBA	Anatolia_BA				
I14788	Turkey_MBA	Anatolia_MBA	Anatolia_MBA	Anatolia_BA				
ALA001_d	Turkey_Alalakh_MLBA	Anatolia_MLBA	Anatolia_MLBA	Anatolia_BA				
ALA002	Turkey_Alalakh_MLBA	Anatolia_MLBA	Anatolia_MLBA	Anatolia_BA				
ALA004	Turkey_Alalakh_MLBA	Anatolia_MLBA	Anatolia_MLBA	Anatolia_BA				
ALA008	Turkey_Alalakh_MLBA	Anatolia_MLBA	Anatolia_MLBA	Anatolia_BA				
ALA011	Turkey_Alalakh_MLBA	Anatolia_MLBA	Anatolia_MLBA	Anatolia_BA				
ALA013	Turkey_Alalakh_MLBA	Anatolia_MLBA	Anatolia_MLBA	Anatolia_BA				
ALA014_d	Turkey_Alalakh_MLBA	Anatolia_MLBA	Anatolia_MLBA	Anatolia_BA				
ALA015	Turkey_Alalakh_MLBA	Anatolia_MLBA	Anatolia_MLBA	Anatolia_BA				
ALA016	Turkey_Alalakh_MLBA	Anatolia_MLBA	Anatolia_MLBA	Anatolia_BA				
ALA017	Turkey_Alalakh_MLBA	Anatolia_MLBA	Anatolia_MLBA	Anatolia_BA				
ALA018	Turkey_Alalakh_MLBA	Anatolia_MLBA	Anatolia_MLBA	Anatolia_BA				
ALA020	Turkey_Alalakh_MLBA	Anatolia_MLBA	Anatolia_MLBA	Anatolia_BA				
ALA023	Turkey_Alalakh_MLBA	Anatolia_MLBA	Anatolia_MLBA	Anatolia_BA				
ALA024	Turkey_Alalakh_MLBA	Anatolia_MLBA	Anatolia_MLBA	Anatolia_BA				
ALA025	Turkey_Alalakh_MLBA	Anatolia_MLBA	Anatolia_MLBA	Anatolia_BA				
ALA026	Turkey_Alalakh_MLBA	Anatolia_MLBA	Anatolia_MLBA	Anatolia_BA				
ALA028	Turkey_Alalakh_MLBA	Anatolia_MLBA	Anatolia_MLBA	Anatolia_BA				
ALA029	Turkey_Alalakh_MLBA	Anatolia_MLBA	Anatolia_MLBA	Anatolia_BA				
ALA030	Turkey_Alalakh_MLBA	Anatolia_MLBA	Anatolia_MLBA	Anatolia_BA				
ALA034	Turkey_Alalakh_MLBA	Anatolia_MLBA	Anatolia_MLBA	Anatolia_BA				
ALA035	Turkey_Alalakh_MLBA	Anatolia_MLBA	Anatolia_MLBA	Anatolia_BA				
ALA037	Turkey_Alalakh_MLBA	Anatolia_MLBA	Anatolia_MLBA	Anatolia_BA				
ALA039	Turkey_Alalakh_MLBA	Anatolia_MLBA	Anatolia_MLBA	Anatolia_BA				
ALA084	Turkey_Alalakh_MLBA	Anatolia_MLBA	Anatolia_MLBA	Anatolia_BA				
ALA095	Turkey_Alalakh_MLBA	Anatolia_MLBA	Anatolia_MLBA	Anatolia_BA				
ALA110_noUDG	Turkey_TellAtchana_MLBA	Anatolia_MLBA	Anatolia_MLBA	Anatolia_BA				
ALA118	Turkey_TellAtchana_MLBA	Anatolia_MLBA	Anatolia_MLBA	Anatolia_BA				
ALA120	Turkey_TellAtchana_MLBA	Anatolia_MLBA	Anatolia_MLBA	Anatolia_BA				
ALA123	Turkey_TellAtchana_MLBA	Anatolia_MLBA	Anatolia_MLBA	Anatolia_BA				
ALA124	Turkey_TellAtchana_MLBA	Anatolia_MLBA	Anatolia_MLBA	Anatolia_BA				
ALA128_noUDG	Turkey_TellAtchana_MLBA	Anatolia_MLBA	Anatolia_MLBA	Anatolia_BA				
ALA130_noUDG	Turkey_TellAtchana_MLBA	Anatolia_MLBA	Anatolia_MLBA	Anatolia_BA				
ALA131_noUDG	Turkey_TellAtchana_MLBA	Anatolia_MLBA	Anatolia_MLBA	Anatolia_BA				
ALA135_noUDG	Turkey_TellAtchana_MLBA	Anatolia_MLBA	Anatolia_MLBA	Anatolia_BA				
ALA136_noUDG	Turkey_TellAtchana_MLBA	Anatolia_MLBA	Anatolia_MLBA	Anatolia_BA				
ALA138_noUDG	Turkey_TellAtchana_MLBA	Anatolia_MLBA	Anatolia_MLBA	Anatolia_BA				
ZBC_IPB001.B-C0101_Luk2-Pinarbasi	Turkey_Epipaleolithic	Anatolia_HG	Anatolia_HG	Anatolia_HG	REF	REF		
I8432	Turkey_PPNA	Anatolia_PPNA	Anatolia_PPNA	Anatolia_PPNA	REF	REF		
I17912	Serbia_BA_Maros	Serbia_BA_Maros2	Serbia_BA_Maros2	Balkan_EBA-Maros-like				
I23210	Serbia_BA_Maros	Serbia_BA_Maros2	Serbia_BA_Maros2	Balkan_EBA-Maros-like				
I23211	Serbia_BA_Maros	Serbia_BA_Maros2	Serbia_BA_Maros2	Balkan_EBA-Maros-like				
I23206	Serbia_Mokrin_EBA_Maros	Serbia_Mokrin_EBA_Maros2	Serbia_Mokrin_EBA_Maros2	Balkan_EBA-Maros-like				
I23207	Serbia_Mokrin_EBA_Maros	Serbia_Mokrin_EBA_Maros2	Serbia_Mokrin_EBA_Maros2	Balkan_EBA-Maros-like				
I2534	Romania_IronGates_Mesolithic_oEHG	Balkan_EHG	Balkan_EHG	Balkan_EHG	REF	REF		
I1875	Croatia_Mesolithic_HG	Balkan_HG	Balkan_HG	Balkan_HG	REF	REF		
I17913	Serbia_BA_Maros	Serbia_BA_Maros1	Serbia_BA_Maros1	Balkans_BA				
I23209	Serbia_BA_Maros	Serbia_BA_Maros1	Serbia_BA_Maros1	Balkans_BA				
I16803	Serbia_Mokrin_EBA_Maros	Serbia_Mokrin_EBA_Maros1	Serbia_Mokrin_EBA_Maros1	Balkans_BA				
I23205	Serbia_Mokrin_EBA_Maros	Serbia_Mokrin_EBA_Maros1	Serbia_Mokrin_EBA_Maros1	Balkans_BA				
I23208	Serbia_Mokrin_EBA_Maros	Serbia_Mokrin_EBA_Maros1	Serbia_Mokrin_EBA_Maros1	Balkans_BA				
I23212	Serbia_Mokrin_EBA_Maros	Serbia_Mokrin_EBA_Maros1	Serbia_Mokrin_EBA_Maros1	Balkans_BA				
I14688	Albania_BA_IA	Albania_BA_to_IA	Albania_BA_to_IA	Balkans_BA				
I14690	Albania_BA_IA	Albania_BA_to_IA	Albania_BA_to_IA	Balkans_BA				
I14692	Albania_BA_IA	Albania_BA_to_IA	Albania_BA_to_IA	Balkans_BA				
I16251	Albania_BA_IA	Albania_BA_to_IA	Albania_BA_to_IA	Balkans_BA				
I16254	Albania_BA_IA	Albania_BA_to_IA	Albania_BA_to_IA	Balkans_BA				
I8471	Albania_MBA	Albania_BA_to_IA	Albania_BA_to_IA	Balkans_BA				
Bul6	Bulgaria_BeliBreyag_EBA	Bulgaria_BeliBreyag_EBA	Bulgaria_BeliBreyag_EBA	Balkans_BA				
Bul8	Bulgaria_BeliBreyag_EBA	Bulgaria_BeliBreyag_EBA	Bulgaria_BeliBreyag_EBA	Balkans_BA				
Bul10	Bulgaria_EBA_Ezero	Bulgaria_EBA	Bulgaria_EBA	Balkans_BA				
I19451	Bulgaria_EBA	Bulgaria_EBA	Bulgaria_EBA	Balkans_BA				
I19452	Bulgaria_EBA	Bulgaria_EBA	Bulgaria_EBA	Balkans_BA				
I19453	Bulgaria_EBA	Bulgaria_EBA	Bulgaria_EBA	Balkans_BA				
I19454	Bulgaria_EBA	Bulgaria_EBA	Bulgaria_EBA	Balkans_BA				
I19456_d	Bulgaria_EBA	Bulgaria_EBA	Bulgaria_EBA	Balkans_BA				
I19456_v54.1_addback	Bulgaria_EBA	Bulgaria_EBA	Bulgaria_EBA	Balkans_BA				
I19459	Bulgaria_EBA	Bulgaria_EBA	Bulgaria_EBA	Balkans_BA				
I19460	Bulgaria_EBA	Bulgaria_EBA	Bulgaria_EBA	Balkans_BA				
I19462	Bulgaria_EBA	Bulgaria_EBA	Bulgaria_EBA	Balkans_BA				
I20182	Bulgaria_EBA_MBA	Bulgaria_EBA	Bulgaria_EBA	Balkans_BA				
I2175	Bulgaria_EBA	Bulgaria_EBA	Bulgaria_EBA	Balkans_BA				
I2180	Bulgaria_EBA	Bulgaria_EBA	Bulgaria_EBA	Balkans_BA				
I2520	Bulgaria_EBA	Bulgaria_EBA	Bulgaria_EBA	Balkans_BA				
I18712	Croatia_BA	Croatia_BA	Croatia_BA	Balkans_BA				
I18748	Croatia_BA	Croatia_BA	Croatia_BA	Balkans_BA				
I24345	Croatia_LBA_EIA	Croatia_LBA	Croatia_LBA	Balkans_BA				
I26742	Croatia_LBA_EIA	Croatia_LBA	Croatia_LBA	Balkans_BA				
I11843	Croatia_MBA_Cetina	Croatia_MBA	Croatia_MBA	Balkans_BA				
I18088	Croatia_MBA_Cetina	Croatia_MBA	Croatia_MBA	Balkans_BA				
I18745	Croatia_MBA_Cetina	Croatia_MBA	Croatia_MBA	Balkans_BA				
I18746	Croatia_MBA_Cetina	Croatia_MBA	Croatia_MBA	Balkans_BA				
I18747	Croatia_MBA_Cetina	Croatia_MBA	Croatia_MBA	Balkans_BA				
I18752	Croatia_MBA_Cetina	Croatia_MBA	Croatia_MBA	Balkans_BA				
I19017	Croatia_MBA_Cetina	Croatia_MBA	Croatia_MBA	Balkans_BA				
I19025	Croatia_MBA_Cetina	Croatia_MBA	Croatia_MBA	Balkans_BA				
I19026	Croatia_MBA_Cetina	Croatia_MBA	Croatia_MBA	Balkans_BA				
I19027	Croatia_MBA_Cetina	Croatia_MBA	Croatia_MBA	Balkans_BA				
I19029	Croatia_MBA_Cetina	Croatia_MBA	Croatia_MBA	Balkans_BA				
I19032	Croatia_MBA_Cetina	Croatia_MBA	Croatia_MBA	Balkans_BA				
I24342	Croatia_MBA	Croatia_MBA	Croatia_MBA	Balkans_BA				
I26773	Croatia_MBA	Croatia_MBA	Croatia_MBA	Balkans_BA				
I26774	Croatia_MBA	Croatia_MBA	Croatia_MBA	Balkans_BA				
I26893	Croatia_MBA	Croatia_MBA	Croatia_MBA	Balkans_BA				
I4331	Croatia_MBA	Croatia_MBA	Croatia_MBA	Balkans_BA				
I4332	Croatia_MBA	Croatia_MBA	Croatia_MBA	Balkans_BA				
I5073	Croatia_MBA	Croatia_MBA	Croatia_MBA	Balkans_BA				
I5074	Croatia_MBA	Croatia_MBA	Croatia_MBA	Balkans_BA				
I5080	Croatia_MBA	Croatia_MBA	Croatia_MBA	Balkans_BA				
JAG34_noUDG.SG	Croatia_Jagodnjak_MBA.SG	Croatia_MBA	Croatia_MBA	Balkans_BA				
JAG58_noUDG.SG	Croatia_Jagodnjak_MBA.SG	Croatia_MBA	Croatia_MBA	Balkans_BA				
JAG78_noUDG.SG	Croatia_Jagodnjak_MBA.SG	Croatia_MBA	Croatia_MBA	Balkans_BA				
JAG82_noUDG.SG	Croatia_Jagodnjak_MBA.SG	Croatia_MBA	Croatia_MBA	Balkans_BA				
JAG85_noUDG.SG	Croatia_Jagodnjak_MBA.SG	Croatia_MBA	Croatia_MBA	Balkans_BA				
JAG93_noUDG.SG	Croatia_Jagodnjak_MBA.SG	Croatia_MBA	Croatia_MBA	Balkans_BA				
I18071	Croatia_MLBA	Croatia_MLBA	Croatia_MLBA	Balkans_BA				
I18072	Croatia_MLBA	Croatia_MLBA	Croatia_MLBA	Balkans_BA				
I18073	Croatia_MLBA	Croatia_MLBA	Croatia_MLBA	Balkans_BA				
I18074	Croatia_MLBA	Croatia_MLBA	Croatia_MLBA	Balkans_BA				
I18075	Croatia_MLBA	Croatia_MLBA	Croatia_MLBA	Balkans_BA				
I18077	Croatia_MLBA	Croatia_MLBA	Croatia_MLBA	Balkans_BA				
I18078	Croatia_MLBA	Croatia_MLBA	Croatia_MLBA	Balkans_BA				
I18079	Croatia_MLBA	Croatia_MLBA	Croatia_MLBA	Balkans_BA				
I18082	Croatia_MLBA	Croatia_MLBA	Croatia_MLBA	Balkans_BA				
I18087	Croatia_MLBA	Croatia_MLBA	Croatia_MLBA	Balkans_BA				
I18413	Croatia_MLBA	Croatia_MLBA	Croatia_MLBA	Balkans_BA				
I18414_d	Croatia_MLBA	Croatia_MLBA	Croatia_MLBA	Balkans_BA				
I18415	Croatia_MLBA	Croatia_MLBA	Croatia_MLBA	Balkans_BA				
I18416	Croatia_MLBA	Croatia_MLBA	Croatia_MLBA	Balkans_BA				
I18417	Croatia_MLBA	Croatia_MLBA	Croatia_MLBA	Balkans_BA				
I18720	Croatia_MLBA	Croatia_MLBA	Croatia_MLBA	Balkans_BA				
I18721	Croatia_MLBA	Croatia_MLBA	Croatia_MLBA	Balkans_BA				
I18722	Croatia_MLBA	Croatia_MLBA	Croatia_MLBA	Balkans_BA				
I18723	Croatia_MLBA	Croatia_MLBA	Croatia_MLBA	Balkans_BA				
I18724	Croatia_MLBA	Croatia_MLBA	Croatia_MLBA	Balkans_BA				
I18725	Croatia_MLBA	Croatia_MLBA	Croatia_MLBA	Balkans_BA				
I18727	Croatia_MLBA	Croatia_MLBA	Croatia_MLBA	Balkans_BA				
I18729	Croatia_MLBA	Croatia_MLBA	Croatia_MLBA	Balkans_BA				
I18730	Croatia_MLBA	Croatia_MLBA	Croatia_MLBA	Balkans_BA				
I18732	Croatia_MLBA	Croatia_MLBA	Croatia_MLBA	Balkans_BA				
I18733	Croatia_MLBA	Croatia_MLBA	Croatia_MLBA	Balkans_BA				
I18734	Croatia_MLBA	Croatia_MLBA	Croatia_MLBA	Balkans_BA				
I18737	Croatia_MLBA	Croatia_MLBA	Croatia_MLBA	Balkans_BA				
I18738	Croatia_MLBA	Croatia_MLBA	Croatia_MLBA	Balkans_BA				
I18739	Croatia_MLBA	Croatia_MLBA	Croatia_MLBA	Balkans_BA				
RISE595_noUDG.SG	Montenegro_LBA.SG	Montenegro_LBA	Montenegro_LBA	Balkans_BA				
I13167	Montenegro_MLBA	Montenegro_MLBA	Montenegro_MLBA	Balkans_BA				
I13168	Montenegro_MLBA	Montenegro_MLBA	Montenegro_MLBA	Balkans_BA				
I13169	Montenegro_MLBA	Montenegro_MLBA	Montenegro_MLBA	Balkans_BA				
I13171	Montenegro_MLBA	Montenegro_MLBA	Montenegro_MLBA	Balkans_BA				
I13172	Montenegro_MLBA	Montenegro_MLBA	Montenegro_MLBA	Balkans_BA				
I13775	Montenegro_MLBA	Montenegro_MLBA	Montenegro_MLBA	Balkans_BA				
I13778	Montenegro_MLBA	Montenegro_MLBA	Montenegro_MLBA	Balkans_BA				
I14498	Montenegro_MLBA	Montenegro_MLBA	Montenegro_MLBA	Balkans_BA				
I14500	Montenegro_MLBA	Montenegro_MLBA	Montenegro_MLBA	Balkans_BA				
I14501	Montenegro_MLBA	Montenegro_MLBA	Montenegro_MLBA	Balkans_BA				
I7231	Macedonia_BA	NorthMakedonia_BA	NorthMakedonia_BA	Balkans_BA				
I16814	Serbia_LBA	Serbia_LBA	Serbia_LBA	Balkans_BA				
I18793	Bulgaria_EBA_Yamnaya	Bulgaria_EBA_Yamnaya	Bulgaria_EBA_Yamnaya	Balkans_Yamnaya				
I18794	Bulgaria_EBA_Yamnaya	Bulgaria_EBA_Yamnaya	Bulgaria_EBA_Yamnaya	Balkans_Yamnaya				
I18801_d	Bulgaria_EBA_Yamnaya	Bulgaria_EBA_Yamnaya	Bulgaria_EBA_Yamnaya	Balkans_Yamnaya				
I2163	Bulgaria_MLBA	Bulgaria_MLBA_Yamnaya-like	Bulgaria_MLBA_Yamnaya-like	Balkans_Yamnaya				
I11446	Serbia_EBA_Yamnaya	Serbia_EBA_Yamnaya	Serbia_EBA_Yamnaya	Balkans_Yamnaya				
I0231	Russia_Samara_EBA_Yamnaya	Caucasus_EBA_Yamnaya	Caucasus_EBA_Yamnaya	Caucasus_EBA_Yamnaya	REF	REF		
I0357	Russia_Samara_EBA_Yamnaya	Caucasus_EBA_Yamnaya	Caucasus_EBA_Yamnaya	Caucasus_EBA_Yamnaya	REF	REF		
I0370	Russia_Samara_EBA_Yamnaya	Caucasus_EBA_Yamnaya	Caucasus_EBA_Yamnaya	Caucasus_EBA_Yamnaya	REF	REF		
I0429	Russia_Samara_EBA_Yamnaya	Caucasus_EBA_Yamnaya	Caucasus_EBA_Yamnaya	Caucasus_EBA_Yamnaya	REF	REF		
I0438	Russia_Samara_EBA_Yamnaya	Caucasus_EBA_Yamnaya	Caucasus_EBA_Yamnaya	Caucasus_EBA_Yamnaya	REF	REF		
I0439	Russia_Samara_EBA_Yamnaya	Caucasus_EBA_Yamnaya	Caucasus_EBA_Yamnaya	Caucasus_EBA_Yamnaya	REF	REF		
I0441	Russia_Samara_EBA_Yamnaya	Caucasus_EBA_Yamnaya	Caucasus_EBA_Yamnaya	Caucasus_EBA_Yamnaya	REF	REF		
I0443	Russia_Samara_EBA_Yamnaya	Caucasus_EBA_Yamnaya	Caucasus_EBA_Yamnaya	Caucasus_EBA_Yamnaya	REF	REF		
I0444	Russia_Samara_EBA_Yamnaya	Caucasus_EBA_Yamnaya	Caucasus_EBA_Yamnaya	Caucasus_EBA_Yamnaya	REF	REF		
I7489	Russia_Samara_EBA_Yamnaya	Caucasus_EBA_Yamnaya	Caucasus_EBA_Yamnaya	Caucasus_EBA_Yamnaya	REF	REF		
RK1001	Russia_Caucasus_EBA_Yamnaya	Caucasus_EBA_Yamnaya	Caucasus_EBA_Yamnaya	Caucasus_EBA_Yamnaya	REF	REF		
RK1007	Russia_Caucasus_EBA_Yamnaya	Caucasus_EBA_Yamnaya	Caucasus_EBA_Yamnaya	Caucasus_EBA_Yamnaya	REF	REF		
ZO2002	Russia_Caucasus_EBA_Yamnaya	Caucasus_EBA_Yamnaya	Caucasus_EBA_Yamnaya	Caucasus_EBA_Yamnaya	REF	REF		
HGC001	HgCharalambos_EMBA	Crete_EMBA	Crete_Minoan	Greece_EBA_and_Minoan				
HGC003	HgCharalambos_EMBA	Crete_EMBA	Crete_Minoan	Greece_EBA_and_Minoan				
HGC005	HgCharalambos_EMBA	Crete_EMBA	Crete_Minoan	Greece_EBA_and_Minoan				
HGC006	HgCharalambos_EMBA	Crete_EMBA	Crete_Minoan	Greece_EBA_and_Minoan				
HGC008	HgCharalambos_EMBA	Crete_EMBA	Crete_Minoan	Greece_EBA_and_Minoan				
HGC009	HgCharalambos_EMBA	Crete_EMBA	Crete_Minoan	Greece_EBA_and_Minoan				
HGC010	HgCharalambos_EMBA	Crete_EMBA	Crete_Minoan	Greece_EBA_and_Minoan				
HGC011	HgCharalambos_EMBA	Crete_EMBA	Crete_Minoan	Greece_EBA_and_Minoan				
HGC015	HgCharalambos_EMBA	Crete_EMBA	Crete_Minoan	Greece_EBA_and_Minoan				
HGC017	HgCharalambos_EMBA	Crete_EMBA	Crete_Minoan	Greece_EBA_and_Minoan				
HGC018	HgCharalambos_EMBA	Crete_EMBA	Crete_Minoan	Greece_EBA_and_Minoan				
HGC020	HgCharalambos_EMBA	Crete_EMBA	Crete_Minoan	Greece_EBA_and_Minoan				
HGC024	HgCharalambos_EMBA	Crete_EMBA	Crete_Minoan	Greece_EBA_and_Minoan				
HGC025	HgCharalambos_EMBA	Crete_EMBA	Crete_Minoan	Greece_EBA_and_Minoan				
HGC027	HgCharalambos_EMBA	Crete_EMBA	Crete_Minoan	Greece_EBA_and_Minoan				
HGC031	HgCharalambos_EMBA	Crete_EMBA	Crete_Minoan	Greece_EBA_and_Minoan				
HGC032	HgCharalambos_EMBA	Crete_EMBA	Crete_Minoan	Greece_EBA_and_Minoan				
HGC037	HgCharalambos_EMBA	Crete_EMBA	Crete_Minoan	Greece_EBA_and_Minoan				
HGC040	HgCharalambos_EMBA	Crete_EMBA	Crete_Minoan	Greece_EBA_and_Minoan				
HGC041	HgCharalambos_EMBA	Crete_EMBA	Crete_Minoan	Greece_EBA_and_Minoan				
HGC053	HgCharalambos_EMBA	Crete_EMBA	Crete_Minoan	Greece_EBA_and_Minoan				
HGC055	HgCharalambos_EMBA	Crete_EMBA	Crete_Minoan	Greece_EBA_and_Minoan				
I0070	Greece_Minoan_Lassithi	Greece	Crete_Minoan	Greece_EBA_and_Minoan				
I0071	Greece_Minoan_Lassithi	Greece	Crete_Minoan	Greece_EBA_and_Minoan				
I0073	Greece_Minoan_Lassithi	Greece	Crete_Minoan	Greece_EBA_and_Minoan				
I0074	Greece_Minoan_Lassithi	Greece	Crete_Minoan	Greece_EBA_and_Minoan				
I14916	Greece_MiddleMinoan	Crete_MBA	Crete_Minoan	Greece_EBA_and_Minoan				
I9005	Greece_Minoan_Lassithi	Greece	Crete_Minoan	Greece_EBA_and_Minoan				
I9127	Greece_Minoan_Odigitria	Greece	Crete_Minoan	Greece_EBA_and_Minoan				
I9128	Greece_Minoan_Odigitria	Greece	Crete_Minoan	Greece_EBA_and_Minoan				
I9129	Greece_Minoan_Odigitria	Greece	Crete_Minoan	Greece_EBA_and_Minoan				
I9130	Greece_Minoan_Odigitria	Greece	Crete_Minoan	Greece_EBA_and_Minoan				
I9131	Greece_Minoan_Odigitria	Greece	Crete_Minoan	Greece_EBA_and_Minoan				
Pta08.SG	Greece_Minoan_Kephala_Petras.SG	Greece	Crete_Minoan	Greece_EBA_and_Minoan				
Kou01.SG	Greece_Koufonisi_Cycladic_EBA.SG	Cyclades_EBA	Cyclades_EBA	Greece_EBA_and_Minoan				
Kou03.SG	Greece_Koufonisi_Cycladic_EBA.SG	Cyclades_EBA	Cyclades_EBA	Greece_EBA_and_Minoan				
LAZ017	Lazarides_EBA	Saronikos_EBA	Saronikos_EBA	Greece_EBA_and_Minoan				
Mik15.SG	Greece_Manika_Helladic_EBA.SG	Sterea_Ellada_EBA	Sterea_Ellada_EBA	Greece_EBA_and_Minoan				
NST001	NeaStyra_EBA	Sterea_Ellada_EBA	Sterea_Ellada_EBA	Greece_EBA_and_Minoan				
NST004	NeaStyra_EBA	Sterea_Ellada_EBA	Sterea_Ellada_EBA	Greece_EBA_and_Minoan				
NST005	NeaStyra_EBA	Sterea_Ellada_EBA	Sterea_Ellada_EBA	Greece_EBA_and_Minoan				
NST010	NeaStyra_EBA	Sterea_Ellada_EBA	Sterea_Ellada_EBA	Greece_EBA_and_Minoan				
NST012	NeaStyra_EBA	Sterea_Ellada_EBA	Sterea_Ellada_EBA	Greece_EBA_and_Minoan				
APO022	Aposelemis_LBA	Crete_LBA	Crete_LBA	Greece_LBA				
APO023	Aposelemis_LBA	Crete_LBA	Crete_LBA	Greece_LBA				
APO025	Aposelemis_LBA	Crete_LBA	Crete_LBA	Greece_LBA				
I9123	Greece_Crete_Armenoi	Crete_LBA	Crete_LBA	Greece_LBA				
KRO008	Krousonas_LBA	Crete_LBA	Crete_LBA	Greece_LBA				
XAN003	Chania_LBA	Crete_LBA	Crete_LBA	Greece_LBA				
XAN007	Chania_LBA	Crete_LBA	Crete_LBA	Greece_LBA				
XAN013	Chania_LBA	Crete_LBA	Crete_LBA	Greece_LBA				
XAN014	Chania_LBA	Crete_LBA	Crete_LBA	Greece_LBA				
XAN015	Chania_LBA	Crete_LBA	Crete_LBA	Greece_LBA				
XAN017	Chania_LBA	Crete_LBA	Crete_LBA	Greece_LBA				
XAN018	Chania_LBA	Crete_LBA	Crete_LBA	Greece_LBA				
XAN021	Chania_LBA	Crete_LBA	Crete_LBA	Greece_LBA				
