Sample_ID	Population_ID_1 (as in Reichlab)	Population_ID_2 (PCA)	Population_ID_3 (QPADM)-OLD	Population_ID_4 (QPADM)-NEW	MODEL1	MODEL2		#of ref/sources=10
VEU001	Italy_Tuscany_Grosseto_Etruscan	Italy_Etruscan	Ignore	Ignore				
VOL001	Italy_Tuscany_Pisa_Etruscan	Italy_Etruscan	Ignore	Ignore				
R10338.SG	Italy_TarquiniaMonterozzi_IA.SG	Italy_IA	Italy_IA	Ignore				
R10339.SG	Italy_TarquiniaMonterozzi_IA.SG	Italy_IA	Italy_IA	Ignore				
R10340.SG	Italy_TarquiniaMonterozzi_IA.SG	Italy_IA	Italy_IA	Ignore				
R10342.SG	Italy_TarquiniaMonterozzi_IA.SG	Italy_IA	Italy_IA	Ignore				
R10343.SG	Italy_TarquiniaMonterozzi_IA.SG	Italy_IA	Italy_IA	Ignore				
R10344.SG	Italy_TarquiniaMonterozzi_IA.SG	Italy_IA	Italy_IA	Ignore				
R10359.SG	Italy_TarquiniaMonterozzi_IA.SG	Italy_IA	Italy_IA	Ignore				
R10361.SG	Italy_TarquiniaMonterozzi_IA.SG	Italy_IA	Italy_IA	Ignore				
R10363.SG	Italy_TarquiniaMonterozzi_IA.SG	Italy_IA	Italy_IA	Ignore				
I2477	Italy_North_BellBeaker_2	Italy_North_BellBeaker_2	Italy_North_BellBeaker_2	Ignore				
I2478	Italy_North_BellBeaker_3	Italy_North_BellBeaker_3	Italy_North_BellBeaker_3	Ignore				
F4_I.SG	Italy_CasalBertone_RomanImperial	Italy_RomanImperial	Italy_RomanImperial	Ignore				
MAS002	Italy_Tuscany_Grosseto_Imperial	Italy_RomanImperial	Italy_RomanImperial	Ignore				
T21.SG	Italy_CasalBertone_RomanImperial	Italy_RomanImperial	Italy_RomanImperial	Ignore				
T46.SG	Italy_CasalBertone_RomanImperial	Italy_RomanImperial	Italy_RomanImperial	Ignore				
TAQ020	Italy_Lazio_Viterbo_Imperial	Italy_RomanImperial	Italy_RomanImperial	Ignore				
TAQ021	Italy_Lazio_Viterbo_Imperial	Italy_RomanImperial	Italy_RomanImperial	Ignore				
I13170	Montenegro_IA	Montenegro_IA	Montenegro_IA	Ignore				
I13170_v54.1_addback	Montenegro_IA	Montenegro_IA	Montenegro_IA	Ignore				
I10166	Macedonia_Classical_Hellenistic	NorthMakedonia_Classic_Hellenistic	NorthMakedonia_Classic_Hellenistic	Ignore				
I10167	Macedonia_Classical_Hellenistic	NorthMakedonia_Classic_Hellenistic	NorthMakedonia_Classic_Hellenistic	Ignore				
I10390	Macedonia_Classical_Hellenistic	NorthMakedonia_Classic_Hellenistic	NorthMakedonia_Classic_Hellenistic	Ignore				
I10391	Macedonia_Classical_Hellenistic	NorthMakedonia_Classic_Hellenistic	NorthMakedonia_Classic_Hellenistic	Ignore				
I10377	Macedonia_IA	NorthMakedonia_IA	NorthMakedonia_IA	Ignore				
I10378	Macedonia_IA	NorthMakedonia_IA	NorthMakedonia_IA	Ignore				
I10379	Macedonia_IA	NorthMakedonia_IA	NorthMakedonia_IA	Ignore				
I10381	Macedonia_IA	NorthMakedonia_IA	NorthMakedonia_IA	Ignore				
I10382	Macedonia_IA	NorthMakedonia_IA	NorthMakedonia_IA	Ignore				
I10383	Macedonia_IA	NorthMakedonia_IA	NorthMakedonia_IA	Ignore				
I10384	Macedonia_IA	NorthMakedonia_IA	NorthMakedonia_IA	Ignore				
I10385	Macedonia_IA	NorthMakedonia_IA	NorthMakedonia_IA	Ignore				
I10387	Macedonia_IA	NorthMakedonia_IA	NorthMakedonia_IA	Ignore				
I10388	Macedonia_IA	NorthMakedonia_IA	NorthMakedonia_IA	Ignore				
I10389	Macedonia_IA	NorthMakedonia_IA	NorthMakedonia_IA	Ignore				
I7233	Macedonia_IA	NorthMakedonia_IA	NorthMakedonia_IA	Ignore				
I8112	Macedonia_IA	NorthMakedonia_IA	NorthMakedonia_IA	Ignore				
TIR008	Tiryns_IA	Peloponnese_IA	Peloponnese_IA	Ignore				
ORC001	Italy_Sardinia_BA_Nuragic	Sardinia_BA	Sardinia_BA	Ignore				
ORC003	Italy_Sardinia_BA_Nuragic	Sardinia_BA	Sardinia_BA	Ignore				
ORC004	Italy_Sardinia_BA_Nuragic	Sardinia_BA	Sardinia_BA	Ignore				
ORC005	Italy_Sardinia_BA_Nuragic	Sardinia_BA	Sardinia_BA	Ignore				
ORC006	Italy_Sardinia_BA_Nuragic	Sardinia_BA	Sardinia_BA	Ignore				
ORC007	Italy_Sardinia_BA_Nuragic	Sardinia_BA	Sardinia_BA	Ignore				
ORC008	Italy_Sardinia_BA_Nuragic	Sardinia_BA	Sardinia_BA	Ignore				
ORC009	Italy_Sardinia_BA_Nuragic	Sardinia_BA	Sardinia_BA	Ignore				
SUA001_d	Italy_Sardinia_BA_Nuragic	Sardinia_BA	Sardinia_BA	Ignore				
SUA003	Italy_Sardinia_BA_Nuragic	Sardinia_BA	Sardinia_BA	Ignore				
SUA006	Italy_Sardinia_BA_Nuragic	Sardinia_BA	Sardinia_BA	Ignore				
I3743	Italy_Sardinia_EBA	Sardinia_EBA	Sardinia_EBA	Ignore				
ISB001	Italy_Sardinia_EBA	Sardinia_EBA	Sardinia_EBA	Ignore				
ISC001	Italy_Sardinia_EBA_Nuragic	Sardinia_EBA	Sardinia_EBA	Ignore				
LON001	Italy_Sardinia_EBA	Sardinia_EBA	Sardinia_EBA	Ignore				
PJU002	Italy_Sardinia_EBA	Sardinia_EBA	Sardinia_EBA	Ignore				
S1249	Italy_Sardinia_EBA	Sardinia_EBA	Sardinia_EBA	Ignore				
S1250	Italy_Sardinia_EBA	Sardinia_EBA	Sardinia_EBA	Ignore				
S1252	Italy_Sardinia_EBA	Sardinia_EBA	Sardinia_EBA	Ignore				
S1253	Italy_Sardinia_EBA	Sardinia_EBA	Sardinia_EBA	Ignore				
SUA002	Italy_Sardinia_EBA	Sardinia_EBA	Sardinia_EBA	Ignore				
SUA005	Italy_Sardinia_EBA	Sardinia_EBA	Sardinia_EBA	Ignore				
SUA007	Italy_Sardinia_EBA	Sardinia_EBA	Sardinia_EBA	Ignore				
SUC001	Italy_Sardinia_EBA	Sardinia_EBA	Sardinia_EBA	Ignore				
SUC003	Italy_Sardinia_EBA	Sardinia_EBA	Sardinia_EBA	Ignore				
SUC004	Italy_Sardinia_EBA	Sardinia_EBA	Sardinia_EBA	Ignore				
SUC005	Italy_Sardinia_EBA	Sardinia_EBA	Sardinia_EBA	Ignore				
SUC006	Italy_Sardinia_EBA	Sardinia_EBA	Sardinia_EBA	Ignore				
SUC007	Italy_Sardinia_EBA	Sardinia_EBA	Sardinia_EBA	Ignore				
SUC009	Italy_Sardinia_EBA	Sardinia_EBA	Sardinia_EBA	Ignore				
I10366	Italy_Sardinia_IA_1	Sardinia_IA	Sardinia_IA	Ignore				
I16163	Italy_Sardinia_IA_2	Sardinia_IA	Sardinia_IA	Ignore				
MSR002	Italy_Sardinia_IA_Punic_2	Sardinia_IA	Sardinia_IA	Ignore				
MSR003	Italy_Sardinia_IA_Punic_2	Sardinia_IA	Sardinia_IA	Ignore				
ORC002	Italy_Sardinia_IA_Punic_2	Sardinia_IA	Sardinia_IA	Ignore				
VIL004	Italy_Sardinia_IA_Punic_2	Sardinia_IA	Sardinia_IA	Ignore				
VIL006	Italy_Sardinia_IA_Punic_1	Sardinia_IA	Sardinia_IA	Ignore				
VIL007	Italy_Sardinia_IA_Punic_1	Sardinia_IA	Sardinia_IA	Ignore				
VIL009	Italy_Sardinia_IA_Punic_1	Sardinia_IA	Sardinia_IA	Ignore				
VIL010	Italy_Sardinia_IA_Punic_1	Sardinia_IA	Sardinia_IA	Ignore				
VIL011	Italy_Sardinia_IA_Punic_1	Sardinia_IA	Sardinia_IA	Ignore				
I10364	Italy_Sardinia_LBA	Sardinia_LBA	Sardinia_LBA	Ignore				
I10502	Italy_Sardinia_LBA	Sardinia_LBA	Sardinia_LBA	Ignore				
I10552	Italy_Sardinia_LBA	Sardinia_LBA	Sardinia_LBA	Ignore				
I10553	Italy_Sardinia_LBA	Sardinia_LBA	Sardinia_LBA	Ignore				
I10554	Italy_Sardinia_LBA	Sardinia_LBA	Sardinia_LBA	Ignore				
I3642	Italy_Sardinia_LBA	Sardinia_LBA	Sardinia_LBA	Ignore				
I3741	Italy_Sardinia_LBA	Sardinia_LBA	Sardinia_LBA	Ignore				
I16161	Italy_Sardinia_MBA	Sardinia_MBA	Sardinia_MBA	Ignore				
I16170	Italy_Sardinia_MBA	Sardinia_MBA	Sardinia_MBA	Ignore				
I16170_enhanced	Italy_Sardinia_MBA	Sardinia_MBA	Sardinia_MBA	Ignore				
AMC005	Italy_Sardinia_Roman	Sardinia_Roman	Sardinia_Roman	Ignore				
AMC014	Italy_Sardinia_Roman	Sardinia_Roman	Sardinia_Roman	Ignore				
I13125_tv	Sicily_IA	Sicily_IA	Sicily_IA	Ignore				
I13128_tv	Sicily_IA	Sicily_IA	Sicily_IA	Ignore				
I13376	Sicily_IA	Sicily_IA	Sicily_IA	Ignore				
I13377	Sicily_IA	Sicily_IA	Sicily_IA	Ignore				
I13378	Sicily_IA	Sicily_IA	Sicily_IA	Ignore				
I13379	Sicily_IA	Sicily_IA	Sicily_IA	Ignore				
I13380	Sicily_IA	Sicily_IA	Sicily_IA	Ignore				
I13381	Sicily_IA	Sicily_IA	Sicily_IA	Ignore				
I13382	Sicily_IA	Sicily_IA	Sicily_IA	Ignore				
I13383	Sicily_IA	Sicily_IA	Sicily_IA	Ignore				
I13384	Sicily_IA	Sicily_IA	Sicily_IA	Ignore				
I13385	Sicily_IA	Sicily_IA	Sicily_IA	Ignore				
I13386	Sicily_IA	Sicily_IA	Sicily_IA	Ignore				
I13387	Sicily_IA	Sicily_IA	Sicily_IA	Ignore				
I13389	Sicily_IA	Sicily_IA	Sicily_IA	Ignore				
I13390	Sicily_IA	Sicily_IA	Sicily_IA	Ignore				
I13391	Sicily_IA	Sicily_IA	Sicily_IA	Ignore				
I13392	Sicily_IA	Sicily_IA	Sicily_IA	Ignore				
I13393	Sicily_IA	Sicily_IA	Sicily_IA	Ignore				
I13394	Sicily_IA	Sicily_IA	Sicily_IA	Ignore				
I13395	Sicily_IA	Sicily_IA	Sicily_IA	Ignore				
I17959	Greece_Delphi_IA	Sterea_Ellada_IA	Sterea_Ellada_IA	Ignore				
I17962	Greece_Delphi_IA	Sterea_Ellada_IA	Sterea_Ellada_IA	Ignore				
I7833	Greece_Roman	Sterea_Ellada_Roman	Sterea_Ellada_Roman	Ignore				
Ten_Pel_Arch_1	Ten_Pel_Arch_1	Tenea_Archaic	Tenea_Archaic	Ignore				
Ten_Pel_Arch_2	Ten_Pel_Arch_2	Tenea_Archaic	Tenea_Archaic	Ignore				
Ten_Pel_EarlyRom	Ten_Pel_EarlyRom	Tenea_EarlyRoman	Tenea_EarlyRoman	Ignore				
Ten_Pel_Hel	Ten_Pel_Hel	Tenea_Hellenistic	Tenea_Hellenistic	Ignore				
Ten_Pel_Rom_1	Ten_Pel_Rom_1	Tenea_Roman	Tenea_Roman	Ignore				
Ten_Pel_Rom_2	Ten_Pel_Rom_2	Tenea_Roman	Tenea_Roman	Ignore				
Ten_Pel_Rom_3	Ten_Pel_Rom_3	Tenea_Roman	Tenea_Roman	Ignore				
Ten_Pel_Rom_4	Ten_Pel_Rom_4	Tenea_Roman	Tenea_Roman	Ignore				
Ten_Pel_Rom_5	Ten_Pel_Rom_5	Tenea_Roman	Tenea_Roman	Ignore				
I5243	Serbia_IronGates_MBA	Serbia_MBA	Serbia_MBA	Iron_Gates_MBA	REF	REF		
I0861	Israel_Natufian	Israel_Natufian	Israel_Natufian	Israel_Natufian	REF	REF		
I0861_d	Israel_Natufian	Israel_Natufian	Israel_Natufian	Israel_Natufian	REF	REF		
I1069	Israel_Natufian	Israel_Natufian	Israel_Natufian	Israel_Natufian	REF	REF		
I1072_d	Israel_Natufian	Israel_Natufian	Israel_Natufian	Israel_Natufian	REF	REF		
I1690	Israel_Natufian	Israel_Natufian	Israel_Natufian	Israel_Natufian	REF	REF		
I2158	Italy_Sicily_HG_OrienteC	Italy_HG	Italy_HG	Italy_HG	REF	REF		
Ostuni2_d	Italy_South_HG_Ostuni2	Italy_HG	Italy_HG	Italy_HG	REF	REF		
RIP001_noUDG	Italy_Tagliente_LPaleolithic	Italy_HG	Italy_HG	Italy_HG	REF	REF		
Villabruna_noUDG	Italy_North_Villabruna_HG	Italy_HG	Italy_HG	Italy_HG	REF	REF		
I1979	Italy_North_BellBeaker_1	Italy_North_BellBeaker_1	Italy_North_BellBeaker_1	Italy_Sicily_LN2LBA				
I11442	Italy_Sicily_EBA	Sicily_EBA	Sicily_EBA	Italy_Sicily_LN2LBA				
I3122	Italy_Sicily_EBA	Sicily_EBA	Sicily_EBA	Italy_Sicily_LN2LBA				
I3123	Italy_Sicily_EBA	Sicily_EBA	Sicily_EBA	Italy_Sicily_LN2LBA				
I3124	Italy_Sicily_EBA	Sicily_EBA	Sicily_EBA	Italy_Sicily_LN2LBA				
I4383	Italy_Sicily_EBA	Sicily_EBA	Sicily_EBA	Italy_Sicily_LN2LBA				
I7774_d	Italy_Sicily_EBA	Sicily_EBA	Sicily_EBA	Italy_Sicily_LN2LBA				
I7796	Italy_Sicily_EBA	Sicily_EBA	Sicily_EBA	Italy_Sicily_LN2LBA				
I7800	Italy_Sicily_EBA	Sicily_EBA	Sicily_EBA	Italy_Sicily_LN2LBA				
I7805	Italy_Sicily_EBA	Sicily_EBA	Sicily_EBA	Italy_Sicily_LN2LBA				
I7807	Italy_Sicily_EBA	Sicily_EBA	Sicily_EBA	Italy_Sicily_LN2LBA				
UZZ057_noUDG	Italy_Sicily_EBA	Sicily_EBA	Sicily_EBA	Italy_Sicily_LN2LBA				
I10371	Italy_Sicily_LBA	Sicily_LBA	Sicily_LBA	Italy_Sicily_LN2LBA				
I10372	Italy_Sicily_LBA	Sicily_LBA	Sicily_LBA	Italy_Sicily_LN2LBA				
I3876	Italy_Sicily_LBA	Sicily_LBA	Sicily_LBA	Italy_Sicily_LN2LBA				
I3878	Italy_Sicily_LBA	Sicily_LBA	Sicily_LBA	Italy_Sicily_LN2LBA				
I10092	Israel_MLBA	Israel_MLBA	Israel_MLBA	Levante_BA	REF	REF		
I10093	Israel_MLBA	Israel_MLBA	Israel_MLBA	Levante_BA	REF	REF		
I10097	Israel_MLBA	Israel_MLBA	Israel_MLBA	Levante_BA	REF	REF		
I10099	Israel_MLBA	Israel_MLBA	Israel_MLBA	Levante_BA	REF	REF		
I10101	Israel_MLBA	Israel_MLBA	Israel_MLBA	Levante_BA	REF	REF		
I10104	Israel_MLBA	Israel_MLBA	Israel_MLBA	Levante_BA	REF	REF		
I10106	Israel_MLBA	Israel_MLBA	Israel_MLBA	Levante_BA	REF	REF		
I10263	Israel_MLBA	Israel_MLBA	Israel_MLBA	Levante_BA	REF	REF		
I10264	Israel_MLBA	Israel_MLBA	Israel_MLBA	Levante_BA	REF	REF		
I10265	Israel_MLBA	Israel_MLBA	Israel_MLBA	Levante_BA	REF	REF		
I10266	Israel_MLBA	Israel_MLBA	Israel_MLBA	Levante_BA	REF	REF		
I10268	Israel_MLBA	Israel_MLBA	Israel_MLBA	Levante_BA	REF	REF		
I10359	Israel_MLBA	Israel_MLBA	Israel_MLBA	Levante_BA	REF	REF		
I10768	Israel_MLBA	Israel_MLBA	Israel_MLBA	Levante_BA	REF	REF		
I10770	Israel_MLBA	Israel_MLBA	Israel_MLBA	Levante_BA	REF	REF		
I10771	Israel_MLBA	Israel_MLBA	Israel_MLBA	Levante_BA	REF	REF		
I1934	Israel_MLBA	Israel_MLBA	Israel_MLBA	Levante_BA	REF	REF		
I2062	Israel_MLBA	Israel_MLBA	Israel_MLBA	Levante_BA	REF	REF		
I2190	Israel_MLBA	Israel_MLBA	Israel_MLBA	Levante_BA	REF	REF		
I2195	Israel_MLBA	Israel_MLBA	Israel_MLBA	Levante_BA	REF	REF		
I2198	Israel_MLBA	Israel_MLBA	Israel_MLBA	Levante_BA	REF	REF		
I3832	Israel_MLBA	Israel_MLBA	Israel_MLBA	Levante_BA	REF	REF		
I3965	Israel_MLBA	Israel_MLBA	Israel_MLBA	Levante_BA	REF	REF		
I3966	Israel_MLBA	Israel_MLBA	Israel_MLBA	Levante_BA	REF	REF		
I4518	Israel_MLBA	Israel_MLBA	Israel_MLBA	Levante_BA	REF	REF		
I4519	Israel_MLBA	Israel_MLBA	Israel_MLBA	Levante_BA	REF	REF		
I4525	Israel_MLBA	Israel_MLBA	Israel_MLBA	Levante_BA	REF	REF		
I6922	Israel_MLBA	Israel_MLBA	Israel_MLBA	Levante_BA	REF	REF		
I6923	Israel_MLBA	Israel_MLBA	Israel_MLBA	Levante_BA	REF	REF		
I6924	Israel_MLBA	Israel_MLBA	Israel_MLBA	Levante_BA	REF	REF		
I6928	Israel_MLBA	Israel_MLBA	Israel_MLBA	Levante_BA	REF	REF		
I7002	Israel_MLBA	Israel_MLBA	Israel_MLBA	Levante_BA	REF	REF		
I7003	Israel_MLBA	Israel_MLBA	Israel_MLBA	Levante_BA	REF	REF		
I7182	Israel_MLBA	Israel_MLBA	Israel_MLBA	Levante_BA	REF	REF		
I8187	Israel_MLBA	Israel_MLBA	Israel_MLBA	Levante_BA	REF	REF		
I3705	Jordan_LBA	Jordan_LBA	Jordan_LBA	Levante_BA	REF	REF		
I3706	Jordan_LBA	Jordan_LBA	Jordan_LBA	Levante_BA	REF	REF		
I3707	Jordan_LBA	Jordan_LBA	Jordan_LBA	Levante_BA	REF	REF		
I3985	Jordan_LBA	Jordan_LBA	Jordan_LBA	Levante_BA	REF	REF		
I3987	Jordan_LBA	Jordan_LBA	Jordan_LBA	Levante_BA	REF	REF		
I6459	Jordan_LBA	Jordan_LBA	Jordan_LBA	Levante_BA	REF	REF		
I6460	Jordan_LBA	Jordan_LBA	Jordan_LBA	Levante_BA	REF	REF		
I6462	Jordan_LBA	Jordan_LBA	Jordan_LBA	Levante_BA	REF	REF		
I6464	Jordan_LBA	Jordan_LBA	Jordan_LBA	Levante_BA	REF	REF		
I6564	Jordan_LBA	Jordan_LBA	Jordan_LBA	Levante_BA	REF	REF		
I6565	Jordan_LBA	Jordan_LBA	Jordan_LBA	Levante_BA	REF	REF		
I6566	Jordan_LBA	Jordan_LBA	Jordan_LBA	Levante_BA	REF	REF		
I6567	Jordan_LBA	Jordan_LBA	Jordan_LBA	Levante_BA	REF	REF		
I6569	Jordan_LBA	Jordan_LBA	Jordan_LBA	Levante_BA	REF	REF		
I6570	Jordan_LBA	Jordan_LBA	Jordan_LBA	Levante_BA	REF	REF		
I6571	Jordan_LBA	Jordan_LBA	Jordan_LBA	Levante_BA	REF	REF		
I6572	Jordan_LBA	Jordan_LBA	Jordan_LBA	Levante_BA	REF	REF		
APO004	Aposelemis_N	Crete_N	Crete_N	Neolithic_EastMed_1				
APO028	Aposelemis_N	Crete_N	Crete_N	Neolithic_EastMed_1				
APO029	Aposelemis_N	Crete_N	Crete_N	Neolithic_EastMed_1				
APO037	Aposelemis_N	Crete_N	Crete_N	Neolithic_EastMed_1				
APO043	Aposelemis_N	Crete_N	Crete_N	Neolithic_EastMed_1				
APO044	Aposelemis_N	Crete_N	Crete_N	Neolithic_EastMed_1				
I0676	Macedonia_N	NorthMakedonia_N	Ignore	Neolithic_EastMed_1				
I0707	Turkey_N	Anatolia_N	Ignore	Neolithic_EastMed_1				
I0708	Turkey_N	Anatolia_N	Ignore	Neolithic_EastMed_1				
I0709	Turkey_N	Anatolia_N	Ignore	Neolithic_EastMed_1				
I0723	Turkey_N	Anatolia_N	Ignore	Neolithic_EastMed_1				
I0723_enhanced	Turkey_N	Anatolia_N	Ignore	Neolithic_EastMed_1				
I0724	Turkey_N	Anatolia_N	Ignore	Neolithic_EastMed_1				
I0724_enhanced	Turkey_N	Anatolia_N	Ignore	Neolithic_EastMed_1				
I0726	Turkey_N	Anatolia_N	Ignore	Neolithic_EastMed_1				
I0727	Turkey_N	Anatolia_N	Ignore	Neolithic_EastMed_1				
I0727_enhanced	Turkey_N	Anatolia_N	Ignore	Neolithic_EastMed_1				
I0736	Turkey_N	Anatolia_N	Ignore	Neolithic_EastMed_1				
I0744	Turkey_N	Anatolia_N	Ignore	Neolithic_EastMed_1				
I0745	Turkey_N	Anatolia_N	Ignore	Neolithic_EastMed_1				
I0746	Turkey_N	Anatolia_N	Ignore	Neolithic_EastMed_1				
I1096	Turkey_N	Anatolia_N	Ignore	Neolithic_EastMed_1				
I1097	Turkey_N	Anatolia_N	Ignore	Neolithic_EastMed_1				
I1098	Turkey_N	Anatolia_N	Ignore	Neolithic_EastMed_1				
I1099	Turkey_N	Anatolia_N	Ignore	Neolithic_EastMed_1				
I1100	Turkey_N	Anatolia_N	Ignore	Neolithic_EastMed_1				
I1101	Turkey_N	Anatolia_N	Ignore	Neolithic_EastMed_1				
I1102	Turkey_N	Anatolia_N	Ignore	Neolithic_EastMed_1				
I1103	Turkey_N	Anatolia_N	Ignore	Neolithic_EastMed_1				
I11949	Turkey_N	Anatolia_N	Ignore	Neolithic_EastMed_1				
I1579	Turkey_N	Anatolia_N	Ignore	Neolithic_EastMed_1				
I1579_enhanced	Turkey_N	Anatolia_N	Ignore	Neolithic_EastMed_1				
I1580	Turkey_N	Anatolia_N	Ignore	Neolithic_EastMed_1				
I1580_enhanced	Turkey_N	Anatolia_N	Ignore	Neolithic_EastMed_1				
I1581	Turkey_N	Anatolia_N	Ignore	Neolithic_EastMed_1				
I1581_enhanced	Turkey_N	Anatolia_N	Ignore	Neolithic_EastMed_1				
I1583	Turkey_N	Anatolia_N	Ignore	Neolithic_EastMed_1				
I1583_enhanced	Turkey_N	Anatolia_N	Ignore	Neolithic_EastMed_1				
I1585	Turkey_N	Anatolia_N	Ignore	Neolithic_EastMed_1				
I1585_enhanced	Turkey_N	Anatolia_N	Ignore	Neolithic_EastMed_1				
I3121_noUDG	Turkey_N_noUDG	Anatolia_N	Ignore	Neolithic_EastMed_1				
I3881	Macedonia_N	NorthMakedonia_N	Ignore	Neolithic_EastMed_1				
UZZ033_noUDG	Italy_Sicily_N_Stentinello	Sicily_N	Ignore	Neolithic_EastMed_1				
UZZ034_noUDG	Italy_Sicily_N_Stentinello	Sicily_N	Ignore	Neolithic_EastMed_1				
UZZ061_noUDG	Italy_Sicily_MN	Sicily_MN	Ignore	Neolithic_EastMed_1				
UZZ074_noUDG	Italy_Sicily_N_Stentinello	Sicily_N	Ignore	Neolithic_EastMed_1				
UZZ075_noUDG	Italy_Sicily_N_Stentinello	Sicily_N	Ignore	Neolithic_EastMed_1				
UZZ077_noUDG	Italy_Sicily_EN	Sicily_EN	Ignore	Neolithic_EastMed_1				
UZZ087_noUDG	Italy_Sicily_N_Stentinello	Sicily_N	Ignore	Neolithic_EastMed_1				
Klei10_noUDG.SG	Greece_LN_2.SG	Greece	NorthGreece_N	Neolithic_EastMed_1				
Nea2.SG	Greece_NeaNikomedeia_EN.SG	NorthGreece_EN	NorthGreece_N	Neolithic_EastMed_1				
Nea3.SG	Greece_NeaNikomedeia_EN.SG	NorthGreece_EN	NorthGreece_N	Neolithic_EastMed_1				
Pal7_noUDG.SG	Greece_LN_2.SG	Greece	NorthGreece_N	Neolithic_EastMed_1				
Rev5_noUDG.SG	Greece_N.SG	NorthGreece_N	NorthGreece_N	Neolithic_EastMed_1				
I2318	Greece_Peloponnese_N	Peloponnese_N	Peloponnese_N	Neolithic_EastMed_1				
I2937	Greece_Peloponnese_N	Peloponnese_N	Peloponnese_N	Neolithic_EastMed_1				
I2937_noUDG	Greece_Peloponnese_N_noUDG	Peloponnese_N	Peloponnese_N	Neolithic_EastMed_1				
I3708	Greece_Peloponnese_N	Peloponnese_N	Peloponnese_N	Neolithic_EastMed_1				
I3709	Greece_Peloponnese_N	Peloponnese_N	Peloponnese_N	Neolithic_EastMed_1				
I3920	Greece_Peloponnese_N	Peloponnese_N	Peloponnese_N	Neolithic_EastMed_1				
I5427	Greece_N	Peloponnese_N	Peloponnese_N	Neolithic_EastMed_1				
ZHAG_BON004.A0101_Luk10	Turkey_Boncuklu_N	Anatolia_Boncuklu_N	Anatolia_Boncuklu_N	Neolithic_EastMed_2				
ZHAJ_BON034.A0101_Luk9	Turkey_Boncuklu_N	Anatolia_Boncuklu_N	Anatolia_Boncuklu_N	Neolithic_EastMed_2				
ZHJ_BON024.A0101_Luk84	Turkey_Boncuklu_N	Anatolia_Boncuklu_N	Anatolia_Boncuklu_N	Neolithic_EastMed_2				
ZKO_BON001.A0101_Luk7	Turkey_Boncuklu_N	Anatolia_Boncuklu_N	Anatolia_Boncuklu_N	Neolithic_EastMed_2				
ZMOJ_BON014.A0101_Luk21	Turkey_Boncuklu_N	Anatolia_Boncuklu_N	Anatolia_Boncuklu_N	Neolithic_EastMed_2				
I4062	Italy_Sicily_MN	Sicily_MN	Ignore	Neolithic_EastMed_2				
I4063	Italy_Sicily_MN	Sicily_MN	Ignore	Neolithic_EastMed_2				
I4064	Italy_Sicily_MN	Sicily_MN	Ignore	Neolithic_EastMed_2				
I4065	Italy_Sicily_MN	Sicily_MN	Ignore	Neolithic_EastMed_2				
UZZ099_noUDG	Italy_Sicily_MN	Sicily_MN	Ignore	Neolithic_EastMed_2				
I4936	Italy_Sicily_BellBeaker	Sicily_BellBeaker	Sicily_BellBeaker	Neolithic_EastMed_2				
AY2003	Russia_Steppe_Maikop	Russia_Steppe_Maikop	Russia_Steppe_Maikop	Russia_Steppe_Maikop	REF	REF		
SA6001	Russia_Steppe_Maikop	Russia_Steppe_Maikop	Russia_Steppe_Maikop	Russia_Steppe_Maikop	REF	REF		
SA6004	Russia_Steppe_Maikop	Russia_Steppe_Maikop	Russia_Steppe_Maikop	Russia_Steppe_Maikop	REF	REF		
KRO009	Krousonas_LBA	Crete_LBA	Crete_LBA	Thessaly_MBA-like				
XAN030	Chania_LBA	Crete_LBA	Crete_LBA	Thessaly_MBA-like				
XAN051	Chania_LBA	Crete_LBA	Crete_LBA	Thessaly_MBA-like				
Log02.SG	Greece_Logkas_MBA.SG	Thessaly_MBA	Thessaly_MBA	Thessaly_MBA-like				
Log04.SG	Greece_Logkas_MBA.SG	Thessaly_MBA	Thessaly_MBA	Thessaly_MBA-like				